case_id	milestone	coverage_id	route	label	category	expected_path	block_id	cable_id	anchor	face_parts	facades	fallback_reason	expected_connections	expected_triangles	block_state	drive_inventory	drive_models	drive_led	support_floor	air_gap	glass_base_selection	glass_faces	painted_color_ordinal	crafting_faces	static_policy	paint_dots_sha256	pylon_axis_position	expected_stock_triangles	native_part_group	installed_face	plane_mask	p2p_frequency_unsigned	facade_mask	native_endpoints	expected_geometry_signature	expected_nonlighting_attribute_signature	effective_overlay_path	effective_overlay_connections	effective_overlay_triangles	effective_overlay_material_triangles	effective_overlay_geometry_signature	effective_overlay_nonlighting_attribute_signature
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:black_glass_cable	220 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_glass_cable	222 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_glass_cable	223 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_glass_cable	225 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_glass_cable	226 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_glass_cable	228 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_glass_cable	229 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:brown_glass_cable	231 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:brown_glass_cable	232 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:red_glass_cable	234 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:red_glass_cable	235 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:pink_glass_cable	237 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:pink_glass_cable	238 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:magenta_glass_cable	240 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:magenta_glass_cable	241 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:purple_glass_cable	243 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:purple_glass_cable	244 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:blue_glass_cable	246 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:blue_glass_cable	247 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_blue_glass_cable	249 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_blue_glass_cable	250 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:cyan_glass_cable	252 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:cyan_glass_cable	253 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:green_glass_cable	255 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:green_glass_cable	256 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:fluix_glass_cable	258 100 194	none	none	-	east:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-04	M1	-	ae2:cable_bus	all-colors-glass-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:fluix_glass_cable	259 100 194	none	none	-	west:glass	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:white_covered_cable	210 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:white_covered_cable	211 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_gray_covered_cable	213 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_gray_covered_cable	214 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:gray_covered_cable	216 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:gray_covered_cable	217 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:black_covered_cable	219 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:black_covered_cable	220 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_covered_cable	222 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_covered_cable	223 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_covered_cable	225 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_covered_cable	226 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_covered_cable	228 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_covered_cable	229 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:brown_covered_cable	231 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:brown_covered_cable	232 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:red_covered_cable	234 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:red_covered_cable	235 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:pink_covered_cable	237 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:pink_covered_cable	238 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:magenta_covered_cable	240 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:magenta_covered_cable	241 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:purple_covered_cable	243 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:purple_covered_cable	244 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:blue_covered_cable	246 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:blue_covered_cable	247 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_blue_covered_cable	249 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_blue_covered_cable	250 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:cyan_covered_cable	252 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:cyan_covered_cable	253 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:green_covered_cable	255 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:green_covered_cable	256 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:fluix_covered_cable	258 100 198	none	none	-	east:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-05	M1	-	ae2:cable_bus	all-colors-covered-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:fluix_covered_cable	259 100 198	none	none	-	west:covered	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:white_smart_cable	210 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:white_smart_cable	211 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_gray_smart_cable	213 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:light_gray_smart_cable	214 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:gray_smart_cable	216 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:gray_smart_cable	217 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:black_smart_cable	219 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:black_smart_cable	220 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_smart_cable	222 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:lime_smart_cable	223 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_smart_cable	225 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:yellow_smart_cable	226 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_smart_cable	228 100 202	none	none	-	east:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ae2-m1-06	M1	-	ae2:cable_bus	all-colors-smart-dominoes	color-family-catalog	custom-m1	ae2:cable_bus	ae2:orange_smart_cable	229 100 202	none	none	-	west:smart	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
